class,order_id,order,suborder,fam_id,family,subfamily,genus
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Microsoroideae,Neolepisorus
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Microsoroideae,Paragramma
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Microsoroideae,Thylacopteris
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Microsoroideae,Tricholepidium
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Polypodioideae,Campyloneurum
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Polypodioideae,Microgramma
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Polypodioideae,Niphidium
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Polypodioideae,Pecluma
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Polypodioideae,Phlebodium
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Polypodioideae,Pleopeltis
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Polypodioideae,Pleurosoriopsis
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Polypodioideae,Polypodium
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Polypodioideae,Serpocaulon
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Acrosorus
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Adenophorus
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Alansmia
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Archigrammitis
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Ascogrammitis
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Calymmodon
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Ceradenia
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Chrysogrammitis
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Cochlidium
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Ctenopterella
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Dasygrammitis
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Enterosora
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Galactodenia
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Grammitis
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Lellingeria
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Leucotrichum
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Lomaphlebia
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Luisma
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Melpomene
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Micropolypodium
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Moranopteris
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Mycopteris
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Notogrammitis
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Oreogrammitis
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Prosaptia
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Radiogrammitis
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Scleroglossum
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Stenogrammitis
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Terpsichore
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Themelium
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Tomophyllum
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Xiphopterella
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,Grammitidoideae,Zygophlebia
Polypodiopsida,N,Polypodiales,Polypodiineae,51,Polypodiaceae,NA,Synammia
